contig	ws_hdr_start	ws_hdr_end	ws_hdr_size	strain
ptg000014l	9318667	9378379.99000417	59712.9900041651	XZ1515
ptg000014l	9512618.83599216	9615925.26032743	103306.424335269	XZ1515
ptg000014l	9635528.73671212	9719373.17338338	83844.436671257	XZ1515
ptg000014l	9792386.48186722	9805601.78521479	13215.3033475634	XZ1515
ptg000014l	9821876.29443337	9848367.02539824	26490.7309648711	XZ1515
ptg000014l	9909943	9923494.28956229	13551.2895622887	XZ1515
ptg000014l	10021913.6120409	10051309.0752675	29395.4632265586	XZ1515
ptg000014l	10076355	10181089	104734	XZ1515
ptg000014l	10293810.6974717	10305585.502681	11774.8052092995	XZ1515
ptg000014l	10425661.628422	10493330.7995919	67669.1711698677	XZ1515
ptg000014l	10633690.9516674	10660165.0791155	26474.127448095	XZ1515
ptg000014l	10971966.7068071	10990649	18682.2931929417	XZ1515
ptg000016l	615896.003488034	641220.194485692	25324.1909976579	XZ1515
ptg000016l	1302750.96459905	1309744.03540095	6993.07080189791	XZ1515
ptg000016l	1783583.61313869	1803157.13460568	19573.5214669975	XZ1515
ptg000016l	1808210.9096183	1816209.86297376	7998.95335546602	XZ1515
ptg000016l	1837475.8362838	1850480.1637162	13004.3274323987	XZ1515
ptg000016l	1925551.9004676	1937835.28201439	12283.3815467868	XZ1515
ptg000016l	2215433.79114093	2222545.97308957	7112.1819486348	XZ1515
ptg000016l	2235545.40700127	2242545.59299873	7000.18599745352	XZ1515
ptg000016l	2270546.11016933	2279192.14910819	8646.03893885715	XZ1515
ptg000016l	2309010.91529297	2316390	7379.08470703429	XZ1515
ptg000016l	3045956.39684739	3053574.92717867	7618.53033127822	XZ1515
ptg000016l	3059715.00266193	3066904.76226136	7189.75959943049	XZ1515
ptg000016l	3222625.60526862	3232188.17161667	9562.56634805119	XZ1515
ptg000017l	2559270.79377366	2576635	17364.2062263358	XZ1515
ptg000017l	2967717.87172384	2976137.85877318	8419.98704933701	XZ1515
ptg000017l	3456069.28641938	3468965	12895.7135806163	XZ1515
ptg000017l	3748761.49386642	3759115.42995651	10353.936090088	XZ1515
ptg000020l	974762.541040773	981031	6268.45895922743	XZ1515
ptg000001l	1985076.83246123	1993314.75492492	8237.9224636897	XZ1513
ptg000001l	2267194.01108137	2275215.98891863	8021.97783725522	XZ1513
ptg000001l	2321253.47243803	2360429.14231499	39175.6698769587	XZ1513
ptg000001l	3153923.22794748	3163101.94481337	9178.71686589019	XZ1513
ptg000001l	3274706.15795409	3288121.83055828	13415.6726041883	XZ1513
ptg000003l	1895107	1904015.62045056	8908.62045056443	XZ1513
ptg000004l	1127366.93865571	1145798.25330058	18431.3146448745	XZ1513
ptg000004l	1364667.65853659	1394534.07804878	29866.4195121953	XZ1513
ptg000004l	1680332.67023754	1693286.98749786	12954.3172603184	XZ1513
ptg000004l	1789133.21627438	1798164.10757683	9030.89130244963	XZ1513
ptg000004l	3118433.25459539	3125657.5424055	7224.28781010769	XZ1513
ptg000005l	1485639.09977841	1504251.89660997	18612.796831554	XZ1513
ptg000005l	1991028.31591628	1998910.02105263	7881.70513634849	XZ1513
ptg000005l	2506121.79377366	2523487	17365.2062263358	XZ1513
ptg000005l	2917944.87172384	2926364.85877318	8419.98704933701	XZ1513
ptg000005l	3472635.70615811	3481107.96878252	8472.26262441045	XZ1513
ptg000005l	3503935.73649394	3516374.02017291	12438.2836789745	XZ1513
ptg000006l	1879373.08638489	1889069.07408705	9695.98770216294	XZ1513
ptg000006l	3147066.21475236	3158262.61801815	11196.4032657943	XZ1513
ptg000006l	9360406.59426644	9369010.33067309	8603.73640664853	XZ1513
ptg000006l	12196923.0449004	12208113.5374392	11190.4925387986	XZ1513
ptg000006l	12937374.9856802	13009896.9489239	72521.9632436763	XZ1513
ptg000006l	13896967.6371042	14071136	174168.362895761	XZ1513
ptg000006l	14079417.9525005	14114829.427635	35411.4751344733	XZ1513
ptg000007l	492109.005562687	505509.745893044	13400.7403303572	XZ1513
ptg000009l	403872.192092187	410567.906735751	6695.71464356396	XZ1513
ptg000009l	702185	718774.277441197	16589.2774411974	XZ1513
ptg000009l	929573.445077177	965224.051880373	35650.6068031964	XZ1513
ptg000009l	1337174.77720588	1441337.95910872	104163.181902835	XZ1513
ptg000009l	1658894.43418638	1727338	68443.5658136215	XZ1513
ptg000009l	1864166.92075763	1941949	77782.0792423657	XZ1513
ptg000009l	1961920.75846951	2007546.50222222	45625.7437527126	XZ1513
ptg000009l	2109072.9025919	2189407	80334.0974080977	XZ1513
ptg000009l	2194665	2326027.8	131362.8	XZ1513
ptg000009l	2409540.11224091	2429511	19970.8877590927	XZ1513
ptg000009l	2476959	2483605.02458101	6646.0245810058	XZ1513
ptg000009l	2941099.03782696	2952275	11175.9621730382	XZ1513
ptg000009l	3301362.76856187	3354575.85136897	53213.0828070971	XZ1513
ptg000009l	3412290	3480810	68520	XZ1513
ptg000009l	3493879.33971418	3508293.83257539	14414.4928612015	XZ1513
ptg000009l	3523095.24053452	3531612.65196599	8517.41143147228	XZ1513
ptg000009l	3838810.89479162	3867021.9613409	28211.0665492835	XZ1513
ptg000009l	3872363.36613272	3877745	5381.63386727683	XZ1513
ptg000009l	3883873.70918367	3894435.44214694	10561.7329632691	XZ1513
ptg000009l	3978124.91003987	3992938.61642382	14813.7063839496	XZ1513
ptg000009l	4019059.05465485	4034127.1407669	15068.0861120569	XZ1513
ptg000009l	4060014.67651708	4070379.35499377	10364.6784766912	XZ1513
ptg000009l	4087670	4097811.95347181	10141.9534718138	XZ1513
ptg000010l	538567.296798761	544373	5805.70320123923	XZ1513
ptg000010l	578396.724715666	585375.275284334	6978.55056866817	XZ1513
ptg000010l	2048585	2061613.62833206	13028.628332064	XZ1513
ptg000010l	2586099.16883117	2593984.53189522	7885.36306405487	XZ1513
ptg000011l	154772.198368558	161797.019182539	7024.82081398147	XZ1513
ptg000011l	512011.082098062	521564.737961379	9553.65586331708	XZ1513
ptg000011l	562130	570721.695831189	8591.69583118893	XZ1513
ptg000011l	837802	852327.76846818	14525.7684681803	XZ1513
ptg000011l	957913.483826087	968500	10586.516173913	XZ1513
ptg000011l	1804223	1811163	6940	XZ1513
ptg000011l	1828379.09217129	1835977.4875	7598.3953287052	XZ1513
ptg000011l	1927231	1936954.07518672	9723.07518672198	XZ1513
ptg000011l	1984615.1291059	2018932.51471454	34317.3856086405	XZ1513
ptg000011l	2048368.27444228	2061146.97142857	12778.6969862897	XZ1513
ptg000011l	2387565	2460887	73322	XZ1513
ptg000014l	2084444	2092910.80184827	8466.80184827	XZ1513
ptg000014l	2146307.34676066	2183914.74515832	37607.3983976571	XZ1513
ptg000015l	151335.704225352	216299.400429799	64963.6962044473	XZ1513
ptg000015l	391654.64879745	399303.119847092	7648.47104964161	XZ1513
ptg000015l	432813	442080	9267	XZ1513
ptg000015l	922820.326269378	935641.993421053	12821.6671516742	XZ1513
ptg000015l	941788.342857143	950599.1484375	8810.80558035709	XZ1513
ptg000015l	1180454.8101116	1188149.24660408	7694.43649247568	XZ1513
ptg000015l	1279406.17769058	1309487	30080.822309417	XZ1513
ptg000015l	1720944.95294118	1728049.04705882	7104.09411764704	XZ1513
ptg000015l	1884015.28313697	2039544.55771338	155529.274576409	XZ1513
ptg000015l	2192043.81178649	2205849.40327869	13805.5914922026	XZ1513
ptg000015l	2354118.02941176	2368257	14138.9705882352	XZ1513
ptg000015l	2622118	2643679.84210526	21561.8421052634	XZ1513
ptg000018l	197706	306333	108627	XZ1513
ptg000018l	305900	324582.293192941	18682.2931929408	XZ1513
ptg000018l	626126.920884471	652601.048332567	26474.1274480959	XZ1513
ptg000018l	792961.200408119	860747.371577988	67786.1711698687	XZ1513
ptg000018l	980845.497319035	992618.267654752	11772.7703357167	XZ1513
ptg000018l	1116698.67993345	1163038	46339.3200665473	XZ1513
ptg000018l	1236879.92473252	1266277.24277819	29397.3180456711	XZ1513
ptg000018l	1363685.73176207	1378246	14560.2682379349	XZ1513
ptg000018l	1439820.97460176	1466311.70556663	26490.7309648709	XZ1513
ptg000018l	1482586.21478521	1495804.13859958	13217.9238143687	XZ1513
ptg000018l	1568815.82661662	1652660.26328788	83844.4366712566	XZ1513
ptg000018l	1672263.73967257	1775571.16400784	103307.424335268	XZ1513
ptg000018l	1909809.00999584	1969522	59712.9900041649	XZ1513
ptg000018l	1982971.098199	1990220	7248.90180099988	XZ1513
ptg000018l	2009109.40257244	2023816.31332949	14706.9107570441	XZ1513
ptg000018l	2297375.63073657	2303978.03446475	6602.40372818476	XZ1513
ptg000018l	2333144.97812343	2343104.4394111	9959.46128766658	XZ1513
ptg000018l	2385282.02545733	2391863	6580.97454267228	XZ1513
ptg000018l	3075185.78960534	3105636.13323859	30450.3436332461	XZ1513
ptg000022l	270107.071969281	296045.998675497	25938.9267062153	XZ1513
ptg000022l	1494477.944562	1514215	19737.0554380026	XZ1513
ptg000023l	306754.761783799	380075	73320.238216201	XZ1513
ptg000023l	422696.112289685	447773	25076.8877103145	XZ1513
ptg000023l	682454.797920113	690328	7873.20207988657	XZ1513
ptg000023l	730705.134641842	739357	8651.86535815825	XZ1513
ptg000024l	3588809.931981	3596676.05920009	7866.12721909722	XZ1513
ptg000024l	5801086.27651949	5811630.68896791	10544.4124484165	XZ1513
ptg000024l	5843524.71164424	5863482.34435262	19957.6327083809	XZ1513
ptg000024l	5993304.30164899	6004432.51538872	11128.2137397286	XZ1513
ptg000024l	6272089.13444219	6283192.78070057	11103.6462583812	XZ1513
ptg000024l	6331204.79279334	6340224.20720666	9019.41441331059	XZ1513
ptg000024l	6367595.81684492	6375016	7420.1831550803	XZ1513
ptg000024l	6530916.67131243	6549051.32868757	18134.6573751457	XZ1513
ptg000024l	6804652.25015247	6814738.74984753	10086.4996950533	XZ1513
ptg000024l	7885788.90679815	7893982.56334211	8193.65654396918	XZ1513
ptg000026l	4577069.78634073	4586703.49747219	9633.7111314591	XZ1513
ptg000026l	4616501.80988275	4633419	16917.190117253	XZ1513
ptg000027l	376375	386060	9685	XZ1513
ptg000027l	1877371	1899559.24969098	22188.2496909765	XZ1513
ptg000027l	2995737	3001075	5338	XZ1513
ptg000029l	461300.328059249	470513.880818845	9213.55275959539	XZ1513
ptg000029l	488571.317959939	497932.936940165	9361.61898022541	XZ1513
ptg000029l	728668.476497973	816591.560569984	87923.0840720116	XZ1513
ptg000030l	373324.873015873	378643.593911205	5318.72089533205	XZ1513
ptg000031l	835423.746902253	1116522	281098.253097747	XZ1513
ptg000031l	1150982.81850109	1166236	15253.1814989112	XZ1513
ptg000001l	2916636	2945729	29093	WN2117
ptg000002l	2075610.63132911	2085526	9915.36867088615	WN2117
ptg000002l	2167337.29991172	2175855	8517.70008828351	WN2117
ptg000002l	2284425.03757867	2301690.79826289	17265.760684215	WN2117
ptg000002l	2482122.75337022	2493569	11446.2466297825	WN2117
ptg000002l	2580375.65679428	2594597	14221.3432057216	WN2117
ptg000003l	3356815.82182986	3377401.70164275	20585.8798128949	WN2117
ptg000003l	5820950.2200708	5828764.82309026	7814.60301946755	WN2117
ptg000004l	2625734.76532383	2688296.06877898	62561.303455147	WN2117
ptg000004l	2830549	2867146.66915995	36597.6691599539	WN2117
ptg000004l	2935599.71687158	2942512.11490376	6912.39803217305	WN2117
ptg000004l	3089928.27534336	3108804.36342964	18876.0880862796	WN2117
ptg000004l	3267861.9607421	3384022	116160.039257899	WN2117
ptg000006l	1484974.22093369	1513145.82503001	28171.6040963219	WN2117
ptg000006l	2839322.58847403	2848325.11725991	9002.52878588019	WN2117
ptg000007l	8152546.50260075	8159388.38210762	6841.87950687204	WN2117
ptg000007l	8277297.89929445	8301354.02318262	24056.1238881713	WN2117
ptg000007l	8554624.58493642	8578853.90308321	24229.318146795	WN2117
ptg000007l	8703160	8711467.96615508	8307.9661550764	WN2117
ptg000008l	213152.95116586	249979.090055026	36826.1388891661	WN2117
ptg000008l	276770.068139473	313133.285808472	36363.2176689991	WN2117
ptg000008l	621268	713568.626834086	92300.6268340858	WN2117
ptg000008l	769530.000521512	823178.231438127	53648.2309166148	WN2117
ptg000008l	1176551	1185731.125	9180.125	WN2117
ptg000008l	1623987.1416849	1646527	22539.8583150986	WN2117
ptg000008l	1646756	1805021	158265	WN2117
ptg000009l	2199542.82832777	2206613.42021665	7070.59188888269	WN2117
ptg000009l	2611103	2620446.12560128	9343.12560128281	WN2117
ptg000009l	2638414	2647163	8749	WN2117
ptg000012l	544542.351694915	567538.872858207	22996.5211632919	WN2117
ptg000012l	654008	684210.918446969	30202.9184469685	WN2117
ptg000012l	1987374.23739084	2000570.44041696	13196.2030261233	WN2117
ptg000012l	2036139.29371585	2046146.81577608	10007.5220602346	WN2117
ptg000014l	266881.965426073	405200.9276278	138318.962201727	WN2117
ptg000014l	454168.313873874	506951.117123062	52782.8032491878	WN2117
ptg000014l	547396.172816537	662765	115368.827183463	WN2117
ptg000014l	770171.962288931	793854.544925125	23682.5826361943	WN2117
ptg000014l	800906.862253387	936363.69190326	135456.829649872	WN2117
ptg000014l	965270.638451509	972920.383262284	7649.74481077469	WN2117
ptg000014l	1039902.01969231	1075251.61397577	35349.5942834601	WN2117
ptg000014l	1344583.82610034	1354140.55550299	9556.72940264805	WN2117
ptg000014l	1425678.95649419	1439317.27676643	13638.320272238	WN2117
ptg000014l	1593545.71689962	1600462.37975096	6916.66285133758	WN2117
ptg000014l	1621957	1759458.93572932	137501.935729319	WN2117
ptg000014l	2275925.9028531	2292801.15709757	16875.2542444691	WN2117
ptg000014l	2345560	2378640.1451517	33080.1451516952	WN2117
ptg000014l	2462277.05093887	2469731.22120905	7454.17027017754	WN2117
ptg000014l	3257324	3284059	26735	WN2117
ptg000014l	3300993.6045821	3322328.68386882	21335.0792867239	WN2117
ptg000014l	3414916.60661676	3425454.7602108	10538.1535940445	WN2117
ptg000018l	557925.062173615	568963.896534084	11038.8343604683	WN2117
ptg000018l	594109.007848662	602574	8464.99215133826	WN2117
ptg000020l	2327317.59653352	2336641.63227063	9324.03573710844	WN2117
ptg000024l	1754514.05751142	2198080	443565.942488578	WN2117
ptg000002l	490685	505093	14408	WN2082
ptg000002l	531731.880152908	539380.35120255	7648.47104964161	WN2082
ptg000003l	794129	799864	5735	WN2082
ptg000003l	1715626.66444532	1732848.03067485	17221.3662295311	WN2082
ptg000003l	2344829.89456239	2361198.05949619	16368.1649338016	WN2082
ptg000003l	2479996.86186319	2511504	31507.1381368106	WN2082
ptg000003l	2773580.15770949	2797453.86051098	23873.7028014883	WN2082
ptg000003l	2916661.97985857	2923506.50291327	6844.52305470128	WN2082
ptg000003l	13473820.3677294	13482144.4034665	8324.03573710844	WN2082
ptg000003l	14493170.5410408	14499406	6235.45895922743	WN2082
ptg000004l	2237637.13889783	2252851.68820974	15214.5493119094	WN2082
ptg000004l	2629108.88731505	2644598.32090871	15489.4335936597	WN2082
ptg000004l	2731752	2743195.14189979	11443.1418997897	WN2082
ptg000004l	2923576.20173711	2940841.96242133	17265.760684215	WN2082
ptg000004l	3049416	3057933.70008828	8517.70008828351	WN2082
ptg000004l	3139740	3149654.55300633	9914.55300632911	WN2082
ptg000005l	7206641.17690974	7214455.7799292	7814.60301946755	WN2082
ptg000005l	9449737.97381307	9465150.87441861	15412.9006055333	WN2082
ptg000006l	126157.176830555	131408.94875733	5251.7719267754	WN2082
ptg000006l	188791	197838.979283489	9047.97928348908	WN2082
ptg000006l	295872	302812	6940	WN2082
ptg000006l	319978.092171295	329576.4875	9598.39532870526	WN2082
ptg000006l	415452	425175.075186722	9723.07518672198	WN2082
ptg000006l	476960	508300.574749853	31340.5747498529	WN2082
ptg000006l	1435393.87301587	1440713.73420719	5319.86119131534	WN2082
ptg000007l	237275.103390035	255878.533016777	18603.4296267425	WN2082
ptg000007l	7143250	7159661	16411	WN2082
ptg000009l	1336833	1342343.6073443	5510.60734429839	WN2082
ptg000009l	2230011	2252860.19522675	22849.1952267461	WN2082
ptg000009l	2664948.71673109	2673819.08257606	8870.36584496917	WN2082
ptg000010l	2870017	2878719.30172796	8702.30172795756	WN2082
ptg000010l	2951292.84975542	3051220.88512784	99928.0353724202	WN2082
ptg000010l	3066366.11587983	3077723.4783434	11357.3624635716	WN2082
ptg000011l	5102552	5201481	98929	WN2082
ptg000011l	6090761.36126675	6110937.59523404	20176.2339672949	WN2082
ptg000011l	7316657.49089698	7354066.34368275	37408.8527857745	WN2082
ptg000011l	7893444.80075444	7900401.41211226	6956.61135782022	WN2082
ptg000012l	223080.168186424	230537.949061127	7457.78087470314	WN2082
ptg000012l	315095.010113028	346836	31740.9898869721	WN2082
ptg000012l	400686.84290243	416538.097146899	15851.2542444689	WN2082
ptg000014l	1190427	1197904.89058751	7477.89058751334	WN2082
ptg000014l	1237229.98275405	1244354.36487592	7124.38212187425	WN2082
ptg000014l	1598307.38974232	1609368	11060.6102576808	WN2082
ptg000014l	1877816.69797112	1894321.16698447	16504.4690133557	WN2082
ptg000014l	2588778.95141493	2604102.29443088	15323.3430159451	WN2082
ptg000014l	2694815.51070216	2709428	14612.489297844	WN2082
ptg000014l	2715269.40924092	2732984	17714.5907590757	WN2082
ptg000014l	2856028.11097235	2862638	6609.88902765373	WN2082
ptg000014l	2869031.28514286	2888797	19765.7148571429	WN2082
ptg000002l	2078099.70632618	2087801.47248823	9701.76616205717	WN2001
ptg000002l	2142105.97176831	2148991.35415514	6885.38238683064	WN2001
ptg000002l	2196213.58944426	2213397.11641291	17183.5269686468	WN2001
ptg000002l	3503826.67697098	3511664.83044153	7838.1534705516	WN2001
ptg000003l	1666840.93326513	1691471.13925665	24630.2059915231	WN2001
ptg000003l	1827819.23667294	1843706.79940591	15887.5627329627	WN2001
ptg000003l	2290066.11153699	2304963.53593185	14897.4243948613	WN2001
ptg000004l	2264251	2270457.24084443	6206.24084443087	WN2001
ptg000004l	2353794.03384492	2363212.92642766	9418.89258273924	WN2001
ptg000004l	2486456.05774119	2510673.41506358	24217.357322393	WN2001
ptg000004l	2758127.90446054	2782184.10070555	24056.1962450137	WN2001
ptg000004l	2900086.61789238	2906928.49739925	6841.8795068725	WN2001
ptg000004l	3658568.86825983	3664227	5658.1317401696	WN2001
ptg000005l	6975134	7056071	80937	WN2001
ptg000007l	1300555.59653352	1308879.63227063	8324.03573710867	WN2001
ptg000009l	724971.816617614	761946.707820618	36974.8912030042	WN2001
ptg000009l	896615	903569	6954	WN2001
ptg000009l	1238276.14217443	1256766.29267151	18490.1504970731	WN2001
ptg000009l	1530141	1667832.93572932	137691.935729319	WN2001
ptg000009l	2259001	2289124.55605381	30123.5560538117	WN2001
ptg000009l	2371473.21755439	2388665.33333333	17192.1157789449	WN2001
ptg000009l	2787850.9212963	2885990.02974477	98139.1084484747	WN2001
ptg000009l	3185196	3201703.0106383	16507.010638298	WN2001
ptg000009l	3229009.1973582	3250654.50284532	21645.3054871205	WN2001
ptg000009l	3382087	3402472.16231997	20385.1623199689	WN2001
ptg000009l	3441196	3732155	290959	WN2001
ptg000009l	3678752.36793975	3788341	109588.632060247	WN2001
ptg000009l	3769987	3793161	23174	WN2001
ptg000010l	3564727.6655348	3585924.0785019	21196.4129670998	WN2001
ptg000010l	4915292.85099091	4996285.53293112	80992.681940211	WN2001
ptg000010l	6207156.28458468	6225340.07554201	18183.790957327	WN2001
ptg000010l	6249531.34242387	6256498.65757613	6967.31515225582	WN2001
ptg000010l	7709410.02140045	7722607.66764038	13197.6462399224	WN2001
ptg000010l	7956965.42909017	7963973.57090983	7008.14181966893	WN2001
ptg000010l	8020833.0022781	8048143.86226756	27310.8599894615	WN2001
ptg000010l	8246216.11255411	8254629.93508525	8413.82253113668	WN2001
ptg000010l	8572995.69303102	8582047.10507416	9051.41204313934	WN2001
ptg000010l	8640926.28003908	8698865.28156016	57939.0015210845	WN2001
